oma_id;name;locus;old_locus;groupID;strain;eq
SALBC02412;norR;SBG_RS12695;SBG_2459;751;SALBC;0
SALBC01699;zwf;SBG_RS08880;SBG_1723;754;SALBC;0
SALBC03391;ilvC;SBG_RS17965;SBG_3451;771;SALBC;0
SALBC02413;norV;SBG_RS12700;SBG_2460;782;SALBC;0
SALBC03132;dtpB;SBG_RS16545;SBG_3185;788;SALBC;0
SALBC01384;SBG_1395;SBG_RS07235;SBG_1395;801;SALBC;0
SALBC02711;SBG_2763;SBG_RS14285;SBG_2763;812;SALBC;0
SALBC01410;patD;SBG_RS07365;SBG_1421;825;SALBC;0
SALBC02293;qseE;SBG_RS12030;SBG_2339;827;SALBC;0
SALBC02825;SBG_2876;SBG_RS14885;SBG_2876;836;SALBC;0
SALBC00821;SBG_0824;SBG_RS04315;SBG_0824;847;SALBC;0
SALBC00456;cysS;SBG_RS02365;SBG_0458;906;SALBC;0
SALBC02372;gabP;SBG_RS12460;SBG_2418;917;SALBC;0
SALBC02637;galP;SBG_RS13885;SBG_2691;925;SALBC;0
SALBC00473;pheP;SBG_RS02470;SBG_0477;926;SALBC;0
SALBC02802;ygjG;SBG_RS14760;SBG_2853;941;SALBC;0
SALBC02033;glpT;SBG_RS10665;SBG_2077;953;SALBC;0
SALBC00813;lrp;SBG_RS04265;SBG_0815;4295;SALBC;0
SALBC01340;sad;SBG_RS06995;SBG_1350;956;SALBC;0
SALBC00139;aroP;SBG_RS00705;SBG_0141;958;SALBC;0
SALBC01237;mdtK;SBG_RS06490;SBG_1248;987;SALBC;0
SALBC00777;SBG_0779;SBG_RS04075;SBG_0779;1014;SALBC;0
SALBC03455;pepQ;SBG_RS18310;SBG_3515;1016;SALBC;0
SALBC03701;SBG_3762;SBG_RS19715;SBG_3762;5381;SALBC;0
SALBC00700;rhlE;SBG_RS03700;SBG_0705;1019;SALBC;0
SALBC02287;cadB;SBG_RS12000;SBG_2333;1045;SALBC;0
SALBC01197;SBG_1208;SBG_RS06275;SBG_1208;1055;SALBC;0
SALBC01046;ndh;SBG_RS05470;SBG_1049;1069;SALBC;0
SALBC03400;rho;SBG_RS18010;SBG_3460;1084;SALBC;0
SALBC02678;SBG_2730;SBG_RS14110;SBG_2730;1090;SALBC;0
SALBC01528;SBG_1547;SBG_RS07950;SBG_1547;1111;SALBC;0
SALBC00469;SBG_0473;SBG_RS02450;SBG_0473;1116;SALBC;0
SALBC01639;SBG_1662;SBG_RS08530;SBG_1662;1118;SALBC;0
SALBC01678;yebS;SBG_RS08760;SBG_1702;1143;SALBC;0
SALBC00817;serS;SBG_RS04285;SBG_0819;1159;SALBC;0
SALBC02531;sdaC;SBG_RS13310;SBG_2585;1161;SALBC;0
SALBC02123;fadI;SBG_RS11135;SBG_2168;1170;SALBC;0
SALBC03137;SBG_3190;SBG_RS16570;SBG_3190;1216;SALBC;0
SALBC02564;lysA;SBG_RS13495;SBG_2618;1223;SALBC;0
SALBC01960;SBG_1998;SBG_RS10265;SBG_1998;1258;SALBC;0
SALBC00960;agp;SBG_RS05010;SBG_0961;1266;SALBC;0
SALBC02157;alaC;SBG_RS11320;SBG_2204;1278;SALBC;0
SALBC02601;serA;SBG_RS13690;SBG_2655;1321;SALBC;0
SALBC01803;SBG_1830;SBG_RS09455;SBG_1830;1324;SALBC;0
SALBC00727;moeA;SBG_RS03840;SBG_0732;1326;SALBC;0
SALBC01210;SBG_1221;SBG_RS06340;SBG_1221;1337;SALBC;0
SALBC00671;SBG_0676;SBG_RS03555;SBG_0676;1346;SALBC;0
SALBC01147;SBG_1156;SBG_RS06030;SBG_1156;1356;SALBC;0
SALBC03086;SBG_3139;SBG_RS16305;SBG_3139;1386;SALBC;0
SALBC02112;fabB;SBG_RS11080;SBG_2157;1388;SALBC;0
SALBC03829;SBG_3894;SBG_RS20410;SBG_3894;1407;SALBC;0
SALBC02679;uxuA;SBG_RS14115;SBG_2731;1408;SALBC;0
SALBC02538;csdA;SBG_RS13345;SBG_2592;1412;SALBC;0
SALBC01795;ompC;SBG_RS09400;SBG_1820;1416;SALBC;0
SALBC00849;aspC;SBG_RS04460;SBG_0852;1451;SALBC;0
SALBC00472;SBG_0476;SBG_RS02465;SBG_0476;1473;SALBC;0
SALBC01239;cfa;SBG_RS06500;SBG_1250;1474;SALBC;0
SALBC03540;SBG_3602;SBG_RS18795;SBG_3602;1492;SALBC;0
SALBC02391;SBG_2437;SBG_RS12560;SBG_2437;1512;SALBC;0
SALBC01480;SBG_1497;SBG_RS07710;SBG_1497;1540;SALBC;0
SALBC01900;wza;SBG_RS09965;SBG_1937;1554;SALBC;0
SALBC02957;SBG_3008;SBG_RS15585;SBG_3008;1559;SALBC;0
SALBC02021;SBG_2065;SBG_RS10605;SBG_2065;1573;SALBC;0
SALBC01540;SBG_1560;SBG_RS08010;SBG_1560;1577;SALBC;0
SALBC00934;SBG_0936;SBG_RS22895;SBG_0936;1605;SALBC;0
SALBC01346;ompC;SBG_RS07025;SBG_1356;1606;SALBC;0
SALBC01276;SBG_1287;SBG_RS06675;SBG_1287;1636;SALBC;0
SALBC02508;sopD;SBG_RS13185;SBG_2560;1667;SALBC;0
SALBC02594;gcvT;SBG_RS13655;SBG_2648;1675;SALBC;0
SALBC00850;ompF;SBG_RS04465;SBG_0853;1682;SALBC;0
SALBC03018;SBG_3070;SBG_RS15945;SBG_3070;1697;SALBC;0
SALBC02685;SBG_2737;SBG_RS14145;SBG_2737;1773;SALBC;0
SALBC03234;SBG_3289;SBG_RS17085;SBG_3289;1780;SALBC;0
SALBC00255;dinB;SBG_RS01315;SBG_0256;1806;SALBC;0
SALBC03560;murB;SBG_RS18920;SBG_3622;1860;SALBC;0
SALBC02651;ansB;SBG_RS13955;SBG_2705;1874;SALBC;0
SALBC02562;galR;SBG_RS13485;SBG_2616;1906;SALBC;0
SALBC03840;SBG_3905;SBG_RS20470;SBG_3905;1922;SALBC;0
SALBC01281;SBG_1292;SBG_RS06700;SBG_1292;1947;SALBC;0
SALBC01377;adhP;SBG_RS07195;SBG_1387;1999;SALBC;0
SALBC03855;SBG_3919;SBG_RS20545;SBG_3919;2029;SALBC;0
SALBC00388;cyoA;SBG_RS02015;SBG_0388;2102;SALBC;0
SALBC02951;dusB;SBG_RS15555;SBG_3002;2106;SALBC;0
SALBC02745;SBG_2798;SBG_RS14475;SBG_2798;2116;SALBC;0
SALBC02808;SBG_2859;SBG_RS14790;SBG_2859;2140;SALBC;0
SALBC01484;uspE;SBG_RS07730;SBG_1502;2170;SALBC;0
SALBC01344;SBG_1354;SBG_RS07015;SBG_1354;2177;SALBC;0
SALBC02127;SBG_2172;SBG_RS11155;SBG_2172;2212;SALBC;0
SALBC03390;ilvY;SBG_RS17960;SBG_3450;2214;SALBC;0
SALBC02361;SBG_2407;SBG_RS12395;SBG_2407;2217;SALBC;0
SALBC03202;SBG_3257;SBG_RS16905;SBG_3257;2235;SALBC;0
SALBC02831;tdcA;SBG_RS14915;SBG_2882;2242;SALBC;0
SALBC03060;SBG_3113;SBG_RS16170;SBG_3113;2251;SALBC;0
SALBC03463;SBG_3523;SBG_RS18380;SBG_3523;2276;SALBC;0
SALBC00955;cbpA;SBG_RS04985;SBG_0956;2289;SALBC;0
SALBC03281;SBG_3336;SBG_RS17330;SBG_3336;2293;SALBC;0
SALBC02337;SBG_2383;SBG_RS12270;SBG_2383;2296;SALBC;0
SALBC00309;golS;SBG_RS01595;SBG_0309;4412;SALBC;0
SALBC03154;SBG_3207;SBG_RS16655;SBG_3207;2299;SALBC;0
SALBC02565;SBG_2619;SBG_RS13500;SBG_2619;2312;SALBC;0
SALBC01170;pfkB;SBG_RS06145;SBG_1180;2353;SALBC;0
SALBC00840;SBG_0843;SBG_RS04410;SBG_0843;2385;SALBC;0
SALBC02677;SBG_2729;SBG_RS14105;SBG_2729;2432;SALBC;0
SALBC01563;yciV;SBG_RS08130;SBG_1584;2455;SALBC;0
SALBC01915;yegS;SBG_RS10040;SBG_1953;2468;SALBC;0
SALBC01957;cdd;SBG_RS10250;SBG_1995;2502;SALBC;0
SALBC01339;SBG_1349;SBG_RS06990;SBG_1349;2518;SALBC;0
SALBC02574;SBG_2628;SBG_RS13545;SBG_2628;2519;SALBC;0
SALBC03626;SBG_3687;SBG_RS19310;SBG_3687;2523;SALBC;0
SALBC01674;htpX;SBG_RS08735;SBG_1697;2534;SALBC;0
SALBC00320;prpB;SBG_RS01660;SBG_0320;2551;SALBC;0
SALBC03261;SBG_3316;SBG_RS17225;SBG_3316;2595;SALBC;0
SALBC01700;SBG_1724;SBG_RS08885;SBG_1724;2596;SALBC;0
SALBC01124;SBG_1133;SBG_RS05910;SBG_1133;2606;SALBC;0
SALBC02569;kduI;SBG_RS13520;SBG_2623;2641;SALBC;0
SALBC00468;SBG_0472;SBG_RS02445;SBG_0472;2642;SALBC;0
SALBC03138;SBG_3191;SBG_RS16575;SBG_3191;2647;SALBC;0
SALBC01190;ppsR;SBG_RS06240;SBG_1200;2701;SALBC;0
SALBC01033;pabC;SBG_RS05405;SBG_1036;2755;SALBC;0
SALBC01146;xthA;SBG_RS06025;SBG_1155;2756;SALBC;0
SALBC00023;SBG_0023;SBG_RS00120;SBG_0023;2757;SALBC;0
SALBC01077;SBG_1081;SBG_RS05635;SBG_1081;2790;SALBC;0
SALBC03911;deoC;SBG_RS20860;SBG_3978;2829;SALBC;0
SALBC00205;map;SBG_RS01030;SBG_0206;2833;SALBC;0
SALBC01946;SBG_1984;SBG_RS10195;SBG_1984;2900;SALBC;0
SALBC01549;pyrF;SBG_RS08055;SBG_1570;2901;SALBC;0
SALBC01922;thiM;SBG_RS10075;SBG_1960;2906;SALBC;0
SALBC01541;fabI;SBG_RS08015;SBG_1562;2917;SALBC;0
SALBC00241;SBG_0242;SBG_RS01240;SBG_0242;2935;SALBC;0
SALBC03153;pdeH;SBG_RS16650;SBG_3206;2952;SALBC;0
SALBC01171;SBG_1181;SBG_RS06150;SBG_1181;3002;SALBC;0
SALBC00567;nagD;SBG_RS02985;SBG_0571;3052;SALBC;0
SALBC00649;gpmA;SBG_RS03435;SBG_0655;3061;SALBC;0
SALBC00176;SBG_0177;SBG_RS00880;SBG_0177;3084;SALBC;0
SALBC02158;SBG_2205;SBG_RS11325;SBG_2205;3094;SALBC;0
SALBC01756;sdiA;SBG_RS09190;SBG_1780;3113;SALBC;0
SALBC01935;mlrA;SBG_RS10140;SBG_1973;3125;SALBC;0
SALBC02639;endA;SBG_RS13895;SBG_2693;3150;SALBC;0
SALBC01451;SBG_1465;SBG_RS07560;SBG_1465;3166;SALBC;0
SALBC00785;artP;SBG_RS04115;SBG_0787;3174;SALBC;0
SALBC01683;sopE2;SBG_RS08795;SBG_1707;3189;SALBC;0
SALBC00206;rpsB;SBG_RS01035;SBG_0207;3201;SALBC;0
SALBC00247;pagN;SBG_RS01275;SBG_0248;3207;SALBC;0
SALBC01456;SBG_1470;SBG_RS07585;SBG_1470;3223;SALBC;0
SALBC01685;SBG_1709;SBG_RS08805;SBG_1709;3230;SALBC;0
SALBC00325;SBG_0325;SBG_RS01685;SBG_0325;3242;SALBC;0
SALBC01539;SBG_1558;SBG_RS08005;SBG_1558;3259;SALBC;0
SALBC01983;yeiP;SBG_RS10380;SBG_2022;3273;SALBC;0
SALBC00300;SBG_0301;SBG_RS01550;SBG_0301;3285;SALBC;0
SALBC00272;SBG_0273;SBG_RS01400;SBG_0273;3287;SALBC;0
SALBC03260;rph;SBG_RS17220;SBG_3315;3302;SALBC;0
SALBC02005;narP;SBG_RS10495;SBG_2044;3346;SALBC;0
SALBC03280;SBG_3335;SBG_RS17325;SBG_3335;3359;SALBC;0
SALBC03353;SBG_3412;SBG_RS17735;SBG_3412;3393;SALBC;0
SALBC03660;SBG_3722;SBG_RS19500;SBG_3722;3394;SALBC;0
SALBC01749;SBG_1773;SBG_RS09135;SBG_1773;3417;SALBC;0
SALBC03648;SBG_3711;SBG_RS19435;SBG_3711;3439;SALBC;0
SALBC00699;cecR;SBG_RS03695;SBG_0704;3449;SALBC;0
SALBC00346;SBG_0346;SBG_RS01800;SBG_0346;3465;SALBC;0
SALBC01100;zinT;SBG_RS05770;SBG_1108;3482;SALBC;0
SALBC01754;uvrY;SBG_RS09180;SBG_1778;3517;SALBC;0
SALBC02589;SBG_2643;SBG_RS13630;SBG_2643;3533;SALBC;0
SALBC03545;fsa;SBG_RS18820;SBG_3607;3544;SALBC;0
SALBC01109;SBG_1117;SBG_RS05825;SBG_1117;3553;SALBC;0
SALBC01238;SBG_1249;SBG_RS06495;SBG_1249;3601;SALBC;0
SALBC03638;SBG_3701;SBG_RS19385;SBG_3701;3605;SALBC;0
SALBC02642;SBG_2696;SBG_RS13910;SBG_2696;3623;SALBC;0
SALBC02577;SBG_2631;SBG_RS13560;SBG_2631;3649;SALBC;0
SALBC01590;tdk;SBG_RS08265;SBG_1612;3681;SALBC;0
SALBC00870;SBG_0873;SBG_RS04560;SBG_0873;3710;SALBC;0
SALBC03264;SBG_3319;SBG_RS17240;SBG_3319;3745;SALBC;0
SALBC01385;SBG_1396;SBG_RS07240;SBG_1396;3840;SALBC;0
SALBC01990;mepS;SBG_RS10415;SBG_2029;3865;SALBC;0
SALBC01677;SBG_1701;SBG_RS08755;SBG_1701;3870;SALBC;0
SALBC00603;SBG_0608;SBG_RS03180;SBG_0608;3884;SALBC;0
SALBC02312;rpoE;SBG_RS12130;SBG_2358;3891;SALBC;0
SALBC02097;SBG_2142;SBG_RS11005;SBG_2142;3918;SALBC;0
SALBC01491;SBG_1509;SBG_RS07765;SBG_1509;3928;SALBC;0
SALBC00515;SBG_0518A;SBG_RS02685;SBG_0518A;3945;SALBC;0
SALBC01085;SBG_1090;SBG_RS05680;SBG_1090;3952;SALBC;0
SALBC03783;SBG_3849;SBG_RS20170;SBG_3849;3957;SALBC;0
SALBC01892;wcaF;SBG_RS09925;SBG_1929;3962;SALBC;0
SALBC01140;SBG_1149;SBG_RS05995;SBG_1149;3973;SALBC;0
SALBC00229;SBG_0230;SBG_RS01150;SBG_0230;3983;SALBC;0
SALBC01105;SBG_1113;SBG_RS05800;SBG_1113;3990;SALBC;0
SALBC01075;SBG_1079;SBG_RS05625;SBG_1079;3996;SALBC;0
SALBC01742;SBG_1766;SBG_RS09100;SBG_1766;3997;SALBC;0
SALBC02555;rppH;SBG_RS13445;SBG_2609;4003;SALBC;0
SALBC01345;SBG_1355;SBG_RS07020;SBG_1355;4010;SALBC;0
SALBC03935;sthA;SBG_RS20980;SBG_4002;4027;SALBC;0
SALBC03890;dnaT;SBG_RS20735;SBG_3955;4033;SALBC;0
SALBC03193;cueP;SBG_RS16860;SBG_3248;4039;SALBC;0
SALBC02392;mprA;SBG_RS12565;SBG_2438;4050;SALBC;0
SALBC03217;SBG_3272;SBG_RS16990;SBG_3272;4051;SALBC;0
SALBC01227;tssB;SBG_RS06430;SBG_1238;4066;SALBC;0
SALBC00022;SBG_0022;SBG_RS00115;SBG_0022;4086;SALBC;0
SALBC01927;yehD;SBG_RS10100;SBG_1965;4107;SALBC;0
SALBC00383;SBG_0383;SBG_RS01990;SBG_0383;4126;SALBC;0
SALBC00455;ppiB;SBG_RS02360;SBG_0457;4143;SALBC;0
SALBC03828;SBG_3893;SBG_RS20405;SBG_3893;4164;SALBC;0
SALBC00869;sulA;SBG_RS04555;SBG_0872;4166;SALBC;0
SALBC03915;SBG_3982;SBG_RS20880;SBG_3982;4180;SALBC;0
SALBC01743;SBG_1767;SBG_RS09105;SBG_1767;4212;SALBC;0
SALBC02239;SBG_2286;SBG_RS11770;SBG_2286;4226;SALBC;0
SALBC00711;dps;SBG_RS03755;SBG_0715;4239;SALBC;0
SALBC00051;SBG_0050;SBG_RS21030;SBG_0050;4289;SALBC;0
SALBC03568;rplJ;SBG_RS18985;SBG_3630;4322;SALBC;0
SALBC02819;SBG_2870;SBG_RS14850;SBG_2870;4370;SALBC;0
SALBC01606;SBG_1628;SBG_RS08360;SBG_1628;4393;SALBC;0
SALBC01684;SBG_1708;SBG_RS08800;SBG_1708;4402;SALBC;0
SALBC00438;ybaK;SBG_RS02275;SBG_0441;4413;SALBC;0
SALBC03368;mioC;SBG_RS17815;SBG_3428;4414;SALBC;0
SALBC02867;rimP;SBG_RS15100;SBG_2918;4440;SALBC;0
SALBC00106;mraZ;SBG_RS00540;SBG_0108;4443;SALBC;0
SALBC02379;alaE;SBG_RS12500;SBG_2425;4484;SALBC;0
SALBC00046;fkpB;SBG_RS00235;SBG_0046;4538;SALBC;0
SALBC00086;SBG_0086;SBG_RS00435;SBG_0086;4562;SALBC;0
SALBC01465;SBG_1479;SBG_RS07635;SBG_1479;4568;SALBC;0
SALBC01073;SBG_1077;SBG_RS05615;SBG_1077;4642;SALBC;0
SALBC03312;ibpA;SBG_RS17510;SBG_3370;4661;SALBC;0
SALBC01449;SBG_1463;SBG_RS07550;SBG_1463;4670;SALBC;0
SALBC02334;SBG_2380;SBG_RS12255;SBG_2380;4675;SALBC;0
SALBC00750;SBG_0756;SBG_RS03955;SBG_0756;4692;SALBC;0
SALBC01413;SBG_1424;SBG_RS07380;SBG_1424;4739;SALBC;0
SALBC02378;stpA;SBG_RS12495;SBG_2424;4748;SALBC;0
SALBC00417;tomB;SBG_RS02170;SBG_0418;4837;SALBC;0
SALBC01688;yobA;SBG_RS08825;SBG_1712;4871;SALBC;0
SALBC00911;SBG_0913;SBG_RS04755;SBG_0913;4879;SALBC;0
SALBC02004;SBG_2043;SBG_RS10490;SBG_2043;4884;SALBC;0
SALBC00954;iraM;SBG_RS04975;SBG_0955A;4903;SALBC;0
SALBC02512;queD;SBG_RS13205;SBG_2564;4917;SALBC;0
SALBC01198;sufA;SBG_RS06280;SBG_1209;4918;SALBC;0
SALBC01996;SBG_2035;SBG_RS10445;SBG_2035;4923;SALBC;0
SALBC00956;SBG_0957;SBG_RS04990;SBG_0957;4952;SALBC;0
SALBC01737;flhD;SBG_RS09070;SBG_1761;5031;SALBC;0
SALBC00935;SBG_0937;SBG_0937;SBG_0937;5047;SALBC;0
SALBC01319;SBG_1330;SBG_RS06885;SBG_1330;5048;SALBC;0
SALBC01605;ychN;SBG_RS08355;SBG_1627;5054;SALBC;0
SALBC03695;SBG_3756;SBG_RS19685;SBG_3756;5059;SALBC;0
SALBC01450;SBG_1464;SBG_RS07555;SBG_1464;5062;SALBC;0
SALBC03668;SBG_3730;SBG_RS19535;SBG_3730;5081;SALBC;0
SALBC03313;SBG_3371;SBG_RS17515;SBG_3371;5082;SALBC;0
SALBC01320;SBG_1331;SBG_RS06890;SBG_1331;5161;SALBC;0
SALBC01923;rcnB;SBG_RS10080;SBG_1961;5209;SALBC;0
SALBC01772;fliE;SBG_RS09270;SBG_1797;5240;SALBC;0
SALBC03017;SBG_3069;SBG_RS15940;SBG_3069;5247;SALBC;0
SALBC01113;SBG_1121;SBG_RS05845;SBG_1121;5259;SALBC;0
SALBC02537;SBG_2591;SBG_RS13340;SBG_2591;5266;SALBC;0
SALBC01366;SBG_1376;SBG_RS07130;SBG_1376;5386;SALBC;0
SALBC03097;SBG_3150;SBG_RS16370;SBG_3150;5390;SALBC;0
SALBC00069;SBG_0068;SBG_RS00350;SBG_0068;5394;SALBC;0
SALBC00266;SBG_0267;SBG_RS01370;SBG_0267;5435;SALBC;0
SALBC00466;SBG_0470;SBG_0470;SBG_0470;5438;SALBC;0
SALBC01982;SBG_2021;SBG_RS10375;SBG_2021;5450;SALBC;0
SALBC01084;SBG_1088;SBG_RS05670;SBG_1088;5465;SALBC;0
SALBC01443;SBG_1456;SBG_RS07530;SBG_1456;5471;SALBC;0
SALBC02930;yhcN;SBG_RS15435;SBG_2981;5510;SALBC;0
SALBC00461;SBG_0464;SBG_0464;SBG_0464;5511;SALBC;0
SALBC00339;iraP;SBG_RS01765;SBG_0339;5528;SALBC;0
SALBC00996;bssS;SBG_RS05215;SBG_0998;5543;SALBC;0
SALBC03853;SBG_3917;SBG_RS20535;SBG_3917;5579;SALBC;0
SALBC01104;SBG_1112;SBG_RS05790;SBG_1112;5612;SALBC;0
SALBC03446;tatA;SBG_RS18265;SBG_3506;5617;SALBC;0
SALBC02155;SBG_2202;SBG_RS11305;SBG_2202;5671;SALBC;0
SALBC03628;pspG;SBG_RS19320;SBG_3689;5680;SALBC;0
SALBC01418;SBG_1430;SBG_RS07405;SBG_1430;5692;SALBC;0
SALBC00470;SBG_0474;SBG_RS02455;SBG_0474;5724;SALBC;0
SALBC01689;SBG_1713;SBG_RS08830;SBG_1713;5734;SALBC;0
SALBC01755;SBG_1779;SBG_RS09185;SBG_1779;5746;SALBC;0
SALBC00335;SBG_0335;SBG_RS01745;SBG_0335;5813;SALBC;0
SALBC03877;SBG_3942;SBG_RS20670;SBG_3942;5844;SALBC;0
SALBC03192;cspA;SBG_RS16855;SBG_3246;5845;SALBC;0
SALBC01545;SBG_1566;SBG_RS08035;SBG_1566;5854;SALBC;0
SALBC03663;SBG_3726;SBG_RS19520;SBG_3726;5951;SALBC;0
SALBC01569;SBG_1590;SBG_RS08160;SBG_1590;6072;SALBC;0
SALBC03843;SBG_3907;SBG_RS20490;SBG_3907;6273;SALBC;0
SALEP00192;fhuA;SEN_RS00990;SEN0196;229;SALEP;0
SALBC00187;fhuA;SBG_RS00935;SBG_0188;229;SALBC;0
SALDC00844;mntR;SED_RS04845;SeD_A0933;4394;SALDC;0
SALDC01896;SeD_A2073;SED_RS10305;SeD_A2073;727;SALDC;0
SALEP00773;mntR;SEN_RS04035;SEN0780;4394;SALEP;0
SALEP01755;SEN1769;SEN_RS09165;SEN1769;727;SALEP;0
SALPC03650;waaA;SPC_RS18895;SPC_3806;1230;SALPC;0
SALBC03251;waaA;SBG_RS17170;SBG_3306;1230;SALBC;0
SALPC03649;rfaQ;SPC_RS18890;SPC_3805;1744;SALPC;0
SALBC03250;rfaQ;SBG_RS17165;SBG_3305;1744;SALBC;0
SALTY00539;fimY;STM0550;fimY;3197;SALTY;0
SALTY03889;fdoG;STM4037;fdoG;59;SALTY;0
SALTY00117;fruR;STM0118;fruR;2001;SALTY;0
SALTY01511;fdnG;STM1570;fdnG;61;SALTY;0
SALTY02771;hilA;STM2876;hilA;542;SALTY;0
SALTY03389;malT;STM3515;malT;106;SALTY;0
SALTY01287;himA;STM1339;himA;5341;SALTY;0
SALTY02839;ygcB;STM2944;ygcB;112;SALTY;0
SALTY04299;STM4467;STM4467;STM4467;1319;SALTY;0
SALTY02186;yojN;STM2269;yojN;125;SALTY;0
SALTY04102;soxS;STM4265;soxS;5145;SALTY;0
SALTY02565;clpB;STM2660;clpB;153;SALTY;0
SALTY03388;malP;STM3514;malP;182;SALTY;0
SALTY01529;yncC;STM1588;yncC;3508;SALTY;0
SALTY01992;sopA;STM2066;sopA;196;SALTY;0
SALTY04151;STM4314;STM4314;STM4314;5381;SALTY;0
SALTY02965;tktA;STM3076;tktA;336;SALTY;0
SALTY04514;traN;PSLT095;traN;419;SALTY;0
SALTY01183;phoP;STM1231;phoP;3453;SALTY;0
SALTY01756;fadD;STM1818;fadD;540;SALTY;0
SALTY02794;invF;STM2899;invF;3047;SALTY;0
SALTY04101;yjcC;STM4264;yjcC;602;SALTY;0
SALTY00805;ybiP;STM0834;ybiP;623;SALTY;0
SALTY04152;STM4315;STM4315;STM4315;2510;SALTY;0
SALTY01578;STM1637;STM1637;STM1637;630;SALTY;0
SALTY01338;ssrB;STM1391;ssrB;3568;SALTY;0
SALTY02045;yegH;STM2119;yegH;650;SALTY;0
SALTY02770;hilD;STM2875;hilD;2238;SALTY;0
SALTY03762;yifB;STM3899;yifB;744;SALTY;0
SALTY00882;STM0911;STM0911;STM0911;759;SALTY;0
SALTY01450;ydfI;STM1508;ydfI;780;SALTY;0
SALTY00114;leuO;STM0115;leuO;1895;SALTY;0
SALTY00666;ybfM;STM0687;ybfM;840;SALTY;0
SALTY02761;sprB;STM2866;sprB;3001;SALTY;0
SALTY02315;pgtP;STM2399;pgtP;912;SALTY;0
SALTY02857;gudT;STM2962;gudT;978;SALTY;0
SALTY03469;gor;STM3597;gor;1008;SALTY;0
SALTY01417;rstA;STM1475;rstA;3205;SALTY;0
SALTY03729;STM3858;STM3858;STM3858;1015;SALTY;0
SALTY02187;rcsB;STM2270;rcsB;3395;SALTY;0
SALTY00425;yajR;STM0436;yajR;1022;SALTY;0
SALTY03268;fis;STM3385;fis;5327;SALTY;0
SALTY03231;degQ;STM3348;degQ;1068;SALTY;0
SALTY00806;STM0835;STM0835;STM0835;4394;SALTY;0
SALTY01235;STM1287;STM1287;STM1287;1311;SALTY;0
SALTY03341;crp;STM3466;crp;3616;SALTY;0
SALTY02248;yfbQ;STM2331;yfbQ;1336;SALTY;0
SALTY00567;STM0581;STM0581;STM0581;5046;SALTY;0
SALTY03718;yidY;STM3847;yidY;1489;SALTY;0
SALTY02006;udg;STM2080;udg;1499;SALTY;0
SALTY02044;wza;STM2118;wza;1554;SALTY;0
SALTY03038;hypO;STM3150;hypO;1592;SALTY;0
SALTY00928;lrp;STM0959;lrp;4295;SALTY;0
SALTY02674;iroB;STM2773;iroB;1630;SALTY;0
SALTY01407;STM1462;STM1462;STM1462;1636;SALTY;0
SALTY01513;nmpC;STM1572;nmpC;1722;SALTY;0
SALTY04129;basR;STM4292;basR;3507;SALTY;0
SALTY00343;STM0354;STM0354;STM0354;4412;SALTY;0
SALTY02762;hilC;STM2867;hilC;2430;SALTY;0
SALTY03858;glnL;STM4006;glnL;1862;SALTY;0
SALTY03716;STM3845;STM3845;STM3845;2156;SALTY;0
SALTY03821;metR;STM3964;metR;2167;SALTY;0
SALTY00296;sinR;STM0304;sinR;2188;SALTY;0
SALTY02094;pbpG;STM2168;pbpG;2226;SALTY;0
SALTY02247;lrhA;STM2330;lrhA;2263;SALTY;0
SALTY00284;STM0292;STM0292;STM0292;2264;SALTY;0
SALTY03884;STM4032;STM4032;STM4032;2272;SALTY;0
SALTY02664;STM2763;STM2763;STM2763;2373;SALTY;0
SALTY00592;ybdO;STM0606;ybdO;2377;SALTY;0
SALTY01693;galU;STM1752;galU;2397;SALTY;0
SALTY02661;STM2760;STM2760;STM2760;2501;SALTY;0
SALTY01805;mig-3;STM1868;mig-3;2505;SALTY;0
SALTY00672;fur;STM0693;fur;4467;SALTY;0
SALTY00488;cueR;STM0499;cueR;4660;SALTY;0
SALTY04168;yjeJ;STM4332;yjeJ;2623;SALTY;0
SALTY00103;araC;STM0104;araC;2591;SALTY;0
SALTY01080;phoH;STM1126;phoH;2637;SALTY;0
SALTY04342;yjiE;STM4511;yjiE;2349;SALTY;0
SALTY02909;kduI;STM3018;kduI;2641;SALTY;0
SALTY03955;STM4102;STM4102;STM4102;2651;SALTY;0
SALTY00212;dapD;STM0213;dapD;2753;SALTY;0
SALTY02849;mazG;STM2954;mazG;2815;SALTY;0
SALTY03203;rpoN;STM3320;rpoN;842;SALTY;0
SALTY04338;uxuR;STM4507;uxuR;2925;SALTY;0
SALTY02501;STM2591;STM2591;STM2591;2992;SALTY;0
SALTY02916;STM3025;STM3025;STM3025;2996;SALTY;0
SALTY01645;yciT;STM1704;yciT;3062;SALTY;0
SALTY02966;yggG;STM3077;yggG;3063;SALTY;0
SALTY01579;STM1638;STM1638;STM1638;3223;SALTY;0
SALTY00917;IS3 family transposase;STM0947;IS3 family transposase;3360;SALTY;0
SALTY04337;STM4506;STM4506;STM4506;3386;SALTY;0
SALTY02443;STM2534;STM2534;STM2534;3454;SALTY;0
SALTY01270;yniC;STM1322;yniC;3514;SALTY;0
SALTY03083;ribB;STM3195;ribB;3551;SALTY;0
SALTY03208;yrbL;STM3325;yrbL;3573;SALTY;0
SALTY00979;STM1021;STM1021;STM1021;3696;SALTY;0
