uniprotAC;name;locus;groupID;strain
B5EZK7;nuoC;SeAg_B2465;2936;Salmonella_enterica_serovar_Agona_SL483
B5EZK8;SeAg_B2466;SeAg_B2466;1329;Salmonella_enterica_serovar_Agona_SL483
B5EZL3;SeAg_B2471;SeAg_B2471;961;Salmonella_enterica_serovar_Agona_SL483
B5EZM0;ackA;SeAg_B2478;417;Salmonella_enterica_serovar_Agona_SL483
B5EZM1;SeAg_B2479;SeAg_B2479;2528;Salmonella_enterica_serovar_Agona_SL483
B5EZM3;SeAg_B2481;SeAg_B2481;2994;Salmonella_enterica_serovar_Agona_SL483
B5EZM4;SeAg_B2482;SeAg_B2482;434;Salmonella_enterica_serovar_Agona_SL483
B5EZN5;hisM;SeAg_B2493;986;Salmonella_enterica_serovar_Agona_SL483
B5EZN6;hisQ;SeAg_B2494;1194;Salmonella_enterica_serovar_Agona_SL483
B5EZN7;SeAg_B2495;SeAg_B2495;963;Salmonella_enterica_serovar_Agona_SL483
B5EZN8;SeAg_B2496;SeAg_B2496;1042;Salmonella_enterica_serovar_Agona_SL483
B5EZP0;SeAg_B2498;SeAg_B2498;15;Salmonella_enterica_serovar_Agona_SL483
B5EZP4;SeAg_B2502;SeAg_B2502;383;Salmonella_enterica_serovar_Agona_SL483
B5EZP9;folC;SeAg_B2507;3264;Salmonella_enterica_serovar_Agona_SL483
B5EZQ0;accD;SeAg_B2508;2027;Salmonella_enterica_serovar_Agona_SL483
B5EZQ4;pdxB;SeAg_B2512;3062;Salmonella_enterica_serovar_Agona_SL483
B5EZR0;SeAg_B2518;SeAg_B2518;2227;Salmonella_enterica_serovar_Agona_SL483
B5EZR5;mepA;SeAg_B2523;752;Salmonella_enterica_serovar_Agona_SL483
B5EZR6;aroC;SeAg_B2524;798;Salmonella_enterica_serovar_Agona_SL483
B5EZS0;fadI;SeAg_B2529;2474;Salmonella_enterica_serovar_Agona_SL483
B5EZS2;SeAg_B2531;SeAg_B2531;1790;Salmonella_enterica_serovar_Agona_SL483
B5EZS3;dapF;SeAg_B4175;3993;Salmonella_enterica_serovar_Agona_SL483
B5EZS9;corA;SeAg_B4181;547;Salmonella_enterica_serovar_Agona_SL483
B5EZT4;SeAg_B4186;SeAg_B4186;1320;Salmonella_enterica_serovar_Agona_SL483
B5EZT8;pldB;SeAg_B4190;3534;Salmonella_enterica_serovar_Agona_SL483
B5EZU1;metE;SeAg_B4194;2156;Salmonella_enterica_serovar_Agona_SL483
B5EZU6;udp;SeAg_B4199;2760;Salmonella_enterica_serovar_Agona_SL483
B5EZU8;ubiE;SeAg_B4201;1659;Salmonella_enterica_serovar_Agona_SL483
B5EZV0;ubiB;SeAg_B4203;2490;Salmonella_enterica_serovar_Agona_SL483
B5EZV6;ubiD;SeAg_B4209;985;Salmonella_enterica_serovar_Agona_SL483
B5EZV7;fre;SeAg_B4210;4029;Salmonella_enterica_serovar_Agona_SL483
B5EZV9;fadA;SeAg_B4212;2432;Salmonella_enterica_serovar_Agona_SL483
B5EZW0;fadB;SeAg_B4213;1160;Salmonella_enterica_serovar_Agona_SL483
B5EZW4;hemG;SeAg_B4217;817;Salmonella_enterica_serovar_Agona_SL483
B5EZW9;SeAg_B4228;SeAg_B4228;330;Salmonella_enterica_serovar_Agona_SL483
B5EZX5;hemN;SeAg_B4236;676;Salmonella_enterica_serovar_Agona_SL483
B5EZY2;SeAg_B4243;SeAg_B4243;1107;Salmonella_enterica_serovar_Agona_SL483
B5EZY6;ompL;SeAg_B4247;3842;Salmonella_enterica_serovar_Agona_SL483
B5EZY9;SeAg_B4250;SeAg_B4250;918;Salmonella_enterica_serovar_Agona_SL483
B5F004;SeAg_B4265;SeAg_B4265;1264;Salmonella_enterica_serovar_Agona_SL483
B5F009;fdoI;SeAg_B4270;3772;Salmonella_enterica_serovar_Agona_SL483
B5F010;fdoH;SeAg_B4271;3008;Salmonella_enterica_serovar_Agona_SL483
B5F023;cydA;SeAg_B0776;288;Salmonella_enterica_serovar_Agona_SL483
B5F034;nadA;SeAg_B0792;3141;Salmonella_enterica_serovar_Agona_SL483
B5F035;SeAg_B0793;SeAg_B0793;1454;Salmonella_enterica_serovar_Agona_SL483
B5F036;SeAg_B0794;SeAg_B0794;524;Salmonella_enterica_serovar_Agona_SL483
B5F038;aroG;SeAg_B0796;2962;Salmonella_enterica_serovar_Agona_SL483
B5F039;SeAg_B0797;SeAg_B0797;3810;Salmonella_enterica_serovar_Agona_SL483
B5F046;SeAg_B0804;SeAg_B0804;3776;Salmonella_enterica_serovar_Agona_SL483
B5F050;gpmA;SeAg_B0808;1169;Salmonella_enterica_serovar_Agona_SL483
B5F051;galM;SeAg_B0809;2629;Salmonella_enterica_serovar_Agona_SL483
B5F052;galK;SeAg_B0810;3217;Salmonella_enterica_serovar_Agona_SL483
B5F053;galT;SeAg_B0811;2019;Salmonella_enterica_serovar_Agona_SL483
B5F059;modA;SeAg_B0817;1478;Salmonella_enterica_serovar_Agona_SL483
B5F060;modB;SeAg_B0818;2078;Salmonella_enterica_serovar_Agona_SL483
B5F063;SeAg_B0821;SeAg_B0821;1294;Salmonella_enterica_serovar_Agona_SL483
B5F066;hutG;SeAg_B0824;2330;Salmonella_enterica_serovar_Agona_SL483
B5F071;bioA;SeAg_B0829;3938;Salmonella_enterica_serovar_Agona_SL483
B5F072;bioB;SeAg_B0830;1192;Salmonella_enterica_serovar_Agona_SL483
B5F074;bioC;SeAg_B0832;3726;Salmonella_enterica_serovar_Agona_SL483
B5F075;bioD;SeAg_B0833;1043;Salmonella_enterica_serovar_Agona_SL483
B5F082;moaD;SeAg_B0840;3466;Salmonella_enterica_serovar_Agona_SL483
B5F083;moaE;SeAg_B0841;1750;Salmonella_enterica_serovar_Agona_SL483
B5F089;SeAg_B0847;SeAg_B0847;2964;Salmonella_enterica_serovar_Agona_SL483
B5F0A8;glnH;SeAg_B0866;1136;Salmonella_enterica_serovar_Agona_SL483
B5F0B2;SeAg_B0870;SeAg_B0870;2436;Salmonella_enterica_serovar_Agona_SL483
B5F0B8;SeAg_B0877;SeAg_B0877;3111;Salmonella_enterica_serovar_Agona_SL483
B5F0C4;SeAg_B0884;SeAg_B0884;2703;Salmonella_enterica_serovar_Agona_SL483
B5F0C5;SeAg_B2532;SeAg_B2532;433;Salmonella_enterica_serovar_Agona_SL483
B5F0C6;SeAg_B2533;SeAg_B2533;3707;Salmonella_enterica_serovar_Agona_SL483
B5F0D1;SeAg_B2540;SeAg_B2540;2067;Salmonella_enterica_serovar_Agona_SL483
B5F0E2;nupC;SeAg_B2552;1009;Salmonella_enterica_serovar_Agona_SL483
B5F0E9;nupG;SeAg_B2565;884;Salmonella_enterica_serovar_Agona_SL483
B5F0F0;xapA;SeAg_B2566;1707;Salmonella_enterica_serovar_Agona_SL483
B5F0F5;ligA;SeAg_B2571;2114;Salmonella_enterica_serovar_Agona_SL483
B5F0G0;ptsH;SeAg_B2576;561;Salmonella_enterica_serovar_Agona_SL483
B5F0G1;ptsI;SeAg_B2577;1686;Salmonella_enterica_serovar_Agona_SL483
B5F0G2;crr;SeAg_B2578;1728;Salmonella_enterica_serovar_Agona_SL483
B5F0G4;pdxK;SeAg_B2580;435;Salmonella_enterica_serovar_Agona_SL483
B5F0H1;cysW;SeAg_B2587;1302;Salmonella_enterica_serovar_Agona_SL483
B5F0H2;cysT;SeAg_B2588;3802;Salmonella_enterica_serovar_Agona_SL483
B5F0H3;cysP;SeAg_B2589;2781;Salmonella_enterica_serovar_Agona_SL483
B5F0I0;hemF;SeAg_B2596;3160;Salmonella_enterica_serovar_Agona_SL483
B5F0I6;eutC;SeAg_B2602;2957;Salmonella_enterica_serovar_Agona_SL483
B5F0I7;eutB;SeAg_B2603;2614;Salmonella_enterica_serovar_Agona_SL483
B5F0I9;eutH;SeAg_B2605;2982;Salmonella_enterica_serovar_Agona_SL483
B5F0J5;eutT;SeAg_B2612;2101;Salmonella_enterica_serovar_Agona_SL483
B5F0K0;tal1;SeAg_B2617;873;Salmonella_enterica_serovar_Agona_SL483
B5F0K1;tkt;SeAg_B2618;3649;Salmonella_enterica_serovar_Agona_SL483
B5F0K4;SeAg_B2621;SeAg_B2621;997;Salmonella_enterica_serovar_Agona_SL483
B5F0L5;dapA;SeAg_B2634;795;Salmonella_enterica_serovar_Agona_SL483
B5F0M5;fucO;SeAg_B4287;948;Salmonella_enterica_serovar_Agona_SL483
B5F0M6;rhaD;SeAg_B4288;826;Salmonella_enterica_serovar_Agona_SL483
B5F0M7;rhaA;SeAg_B4289;1164;Salmonella_enterica_serovar_Agona_SL483
B5F0M8;rhaB;SeAg_B4290;2406;Salmonella_enterica_serovar_Agona_SL483
B5F0N1;rhaT;SeAg_B4293;279;Salmonella_enterica_serovar_Agona_SL483
B5F0N6;SeAg_B4298;SeAg_B4298;1599;Salmonella_enterica_serovar_Agona_SL483
B5F0N7;SeAg_B4299;SeAg_B4299;2155;Salmonella_enterica_serovar_Agona_SL483
B5F0N9;sodA;SeAg_B4301;3238;Salmonella_enterica_serovar_Agona_SL483
B5F0P6;pfkA;SeAg_B4308;2718;Salmonella_enterica_serovar_Agona_SL483
B5F0R1;SeAg_B4326;SeAg_B4326;601;Salmonella_enterica_serovar_Agona_SL483
B5F0R5;SeAg_B4330;SeAg_B4330;916;Salmonella_enterica_serovar_Agona_SL483
B5F0R6;glpX;SeAg_B4331;462;Salmonella_enterica_serovar_Agona_SL483
B5F0R8;glpF;SeAg_B4333;890;Salmonella_enterica_serovar_Agona_SL483
B5F0S1;menA;SeAg_B4336;854;Salmonella_enterica_serovar_Agona_SL483
B5F0T2;metB;SeAg_B4347;526;Salmonella_enterica_serovar_Agona_SL483
B5F0T3;metL;SeAg_B4348;1149;Salmonella_enterica_serovar_Agona_SL483
B5F0T9;katG;SeAg_B4354;1336;Salmonella_enterica_serovar_Agona_SL483
B5F0U1;gldA;SeAg_B4356;2162;Salmonella_enterica_serovar_Agona_SL483
B5F0U6;argE;SeAg_B4361;1685;Salmonella_enterica_serovar_Agona_SL483
B5F0U7;argC;SeAg_B4362;1251;Salmonella_enterica_serovar_Agona_SL483
B5F0U8;argB;SeAg_B4363;1874;Salmonella_enterica_serovar_Agona_SL483
B5F0U9;argH;SeAg_B4364;938;Salmonella_enterica_serovar_Agona_SL483
B5F0V1;sthA;SeAg_B4367;2533;Salmonella_enterica_serovar_Agona_SL483
B5F0V4;btuB;SeAg_B4372;3964;Salmonella_enterica_serovar_Agona_SL483
B5F0V6;murB;SeAg_B4380;2595;Salmonella_enterica_serovar_Agona_SL483
B5F0V7;SeAg_B4381;SeAg_B4381;1145;Salmonella_enterica_serovar_Agona_SL483
B5F0V8;coaA;SeAg_B4382;337;Salmonella_enterica_serovar_Agona_SL483
B5F0W7;rpoB;SeAg_B4396;2611;Salmonella_enterica_serovar_Agona_SL483
B5F0X1;SeAg_B0888;SeAg_B0888;1064;Salmonella_enterica_serovar_Agona_SL483
B5F0X3;SeAg_B0890;SeAg_B0890;940;Salmonella_enterica_serovar_Agona_SL483
B5F0X4;gsiC;SeAg_B0891;1515;Salmonella_enterica_serovar_Agona_SL483
B5F0Y2;SeAg_B0899;SeAg_B0899;1053;Salmonella_enterica_serovar_Agona_SL483
B5F0Y4;SeAg_B0901;SeAg_B0901;1972;Salmonella_enterica_serovar_Agona_SL483
B5F0Y5;SeAg_B0902;SeAg_B0902;2665;Salmonella_enterica_serovar_Agona_SL483
B5F0Z1;grxA;SeAg_B0909;3866;Salmonella_enterica_serovar_Agona_SL483
B5F0Z3;nfsA;SeAg_B0911;1411;Salmonella_enterica_serovar_Agona_SL483
B5F0Z6;SeAg_B0914;SeAg_B0914;268;Salmonella_enterica_serovar_Agona_SL483
B5F0Z8;potH;SeAg_B0916;1774;Salmonella_enterica_serovar_Agona_SL483
B5F0Z9;potI;SeAg_B0917;3104;Salmonella_enterica_serovar_Agona_SL483
B5F105;artJ;SeAg_B0924;1074;Salmonella_enterica_serovar_Agona_SL483
B5F106;artM;SeAg_B0925;2555;Salmonella_enterica_serovar_Agona_SL483
B5F108;artI;SeAg_B0927;3579;Salmonella_enterica_serovar_Agona_SL483
B5F115;ltaE;SeAg_B0934;3712;Salmonella_enterica_serovar_Agona_SL483
B5F116;poxB;SeAg_B0935;2147;Salmonella_enterica_serovar_Agona_SL483
B5F141;trxB;SeAg_B0963;3448;Salmonella_enterica_serovar_Agona_SL483
B5F147;SeAg_B0969;SeAg_B0969;3216;Salmonella_enterica_serovar_Agona_SL483
B5F148;dmsB_2;SeAg_B0970;3610;Salmonella_enterica_serovar_Agona_SL483
B5F149;dmsC1;SeAg_B0971;1060;Salmonella_enterica_serovar_Agona_SL483
B5F153;pflA;SeAg_B0975;517;Salmonella_enterica_serovar_Agona_SL483
B5F155;pflB2;SeAg_B0978;2570;Salmonella_enterica_serovar_Agona_SL483
B5F159;serC;SeAg_B0982;427;Salmonella_enterica_serovar_Agona_SL483
B5F161;aroA;SeAg_B0983;1769;Salmonella_enterica_serovar_Agona_SL483
B5F163;cmk;SeAg_B0986;2755;Salmonella_enterica_serovar_Agona_SL483
B5F172;uraA;SeAg_B2644;974;Salmonella_enterica_serovar_Agona_SL483
B5F173;upp;SeAg_B2645;1352;Salmonella_enterica_serovar_Agona_SL483
B5F175;purM;SeAg_B2647;1483;Salmonella_enterica_serovar_Agona_SL483
B5F176;purN;SeAg_B2648;3645;Salmonella_enterica_serovar_Agona_SL483
B5F185;guaA;SeAg_B2659;447;Salmonella_enterica_serovar_Agona_SL483
B5F197;hisS;SeAg_B2673;3945;Salmonella_enterica_serovar_Agona_SL483
B5F198;ispG;SeAg_B2675;2055;Salmonella_enterica_serovar_Agona_SL483
B5F1A1;ndk;SeAg_B2678;2887;Salmonella_enterica_serovar_Agona_SL483
B5F1A3;SeAg_B2680;SeAg_B2680;3624;Salmonella_enterica_serovar_Agona_SL483
B5F1A5;SeAg_B2682;SeAg_B2682;3597;Salmonella_enterica_serovar_Agona_SL483
B5F1A6;pbpC;SeAg_B2683;3411;Salmonella_enterica_serovar_Agona_SL483
B5F1B3;SeAg_B2691;SeAg_B2691;2788;Salmonella_enterica_serovar_Agona_SL483
B5F1C0;iscS;SeAg_B2698;3518;Salmonella_enterica_serovar_Agona_SL483
B5F1C5;asrA;SeAg_B2703;737;Salmonella_enterica_serovar_Agona_SL483
B5F1C6;asrB;SeAg_B2704;1377;Salmonella_enterica_serovar_Agona_SL483
B5F1D1;SeAg_B2709;SeAg_B2709;1419;Salmonella_enterica_serovar_Agona_SL483
B5F1D2;glyA;SeAg_B2710;2280;Salmonella_enterica_serovar_Agona_SL483
B5F1D8;cadB;SeAg_B2717;1744;Salmonella_enterica_serovar_Agona_SL483
B5F1D9;SeAg_B2718;SeAg_B2718;429;Salmonella_enterica_serovar_Agona_SL483
B5F1E5;purL;SeAg_B2727;1282;Salmonella_enterica_serovar_Agona_SL483
B5F1F1;murQ;SeAg_B2733;1973;Salmonella_enterica_serovar_Agona_SL483
B5F1F3;panE;SeAg_B2735;1442;Salmonella_enterica_serovar_Agona_SL483
B5F1F7;acpS;SeAg_B2739;1197;Salmonella_enterica_serovar_Agona_SL483
B5F1H2;thiH;SeAg_B4402;2016;Salmonella_enterica_serovar_Agona_SL483
B5F1H3;thiG;SeAg_B4403;1749;Salmonella_enterica_serovar_Agona_SL483
B5F1H5;SeAg_B4405;SeAg_B4405;1509;Salmonella_enterica_serovar_Agona_SL483
B5F1H6;thiE;SeAg_B4406;307;Salmonella_enterica_serovar_Agona_SL483
B5F1H7;thiC;SeAg_B4407;1371;Salmonella_enterica_serovar_Agona_SL483
B5F1H9;nudC;SeAg_B4410;933;Salmonella_enterica_serovar_Agona_SL483
B5F1I0;hemE;SeAg_B4411;2897;Salmonella_enterica_serovar_Agona_SL483
B5F1I8;purD;SeAg_B4419;1821;Salmonella_enterica_serovar_Agona_SL483
B5F1I9;purH;SeAg_B4420;603;Salmonella_enterica_serovar_Agona_SL483
B5F1J3;aceA;SeAg_B4430;1123;Salmonella_enterica_serovar_Agona_SL483
B5F1J7;metH;SeAg_B4435;2196;Salmonella_enterica_serovar_Agona_SL483
B5F1P6;malG;SeAg_B4484;876;Salmonella_enterica_serovar_Agona_SL483
B5F1P7;malF;SeAg_B4485;389;Salmonella_enterica_serovar_Agona_SL483
B5F1P8;malE;SeAg_B4486;189;Salmonella_enterica_serovar_Agona_SL483
B5F1Q2;ubiC;SeAg_B4490;2806;Salmonella_enterica_serovar_Agona_SL483
B5F1Q3;ubiA;SeAg_B4491;1228;Salmonella_enterica_serovar_Agona_SL483
B5F1Q4;SeAg_B4492;SeAg_B4492;1267;Salmonella_enterica_serovar_Agona_SL483
B5F1Q5;dgkA;SeAg_B4493;2393;Salmonella_enterica_serovar_Agona_SL483
B5F1R5;alr;SeAg_B4504;1202;Salmonella_enterica_serovar_Agona_SL483
B5F1R6;tyrB;SeAg_B4505;1188;Salmonella_enterica_serovar_Agona_SL483
B5F1R7;aphA;SeAg_B4506;1278;Salmonella_enterica_serovar_Agona_SL483
B5F1S0;kdsB;SeAg_B0994;2396;Salmonella_enterica_serovar_Agona_SL483
B5F1T0;aspC;SeAg_B1004;2397;Salmonella_enterica_serovar_Agona_SL483
B5F1T2;SeAg_B1006;SeAg_B1006;2449;Salmonella_enterica_serovar_Agona_SL483
B5F1U0;pncB;SeAg_B1014;3279;Salmonella_enterica_serovar_Agona_SL483
B5F1U1;pepN;SeAg_B1015;3822;Salmonella_enterica_serovar_Agona_SL483
B5F1V1;fabA;SeAg_B1025;1132;Salmonella_enterica_serovar_Agona_SL483
B5F1Y1;hpaC;SeAg_B1057;1765;Salmonella_enterica_serovar_Agona_SL483
B5F1Y2;hpaB;SeAg_B1058;3543;Salmonella_enterica_serovar_Agona_SL483
B5F1Y4;SeAg_B1060;SeAg_B1060;2590;Salmonella_enterica_serovar_Agona_SL483
B5F1Y5;hpaE;SeAg_B1061;1612;Salmonella_enterica_serovar_Agona_SL483
B5F1Y6;hpaD;SeAg_B1062;4239;Salmonella_enterica_serovar_Agona_SL483
B5F1Y7;hpcD;SeAg_B1063;294;Salmonella_enterica_serovar_Agona_SL483
B5F1Y8;hpaH;SeAg_B1064;740;Salmonella_enterica_serovar_Agona_SL483
B5F1Y9;hpaI;SeAg_B1065;3223;Salmonella_enterica_serovar_Agona_SL483
B5F1Z0;hpaX;SeAg_B1066;850;Salmonella_enterica_serovar_Agona_SL483
B5F200;SeAg_B1076;SeAg_B1076;4307;Salmonella_enterica_serovar_Agona_SL483
B5F208;putP;SeAg_B1085;604;Salmonella_enterica_serovar_Agona_SL483
B5F226;SeAg_B2755;SeAg_B2755;2259;Salmonella_enterica_serovar_Agona_SL483
B5F227;grcA;SeAg_B2756;3300;Salmonella_enterica_serovar_Agona_SL483
B5F230;SeAg_B2759;SeAg_B2759;2524;Salmonella_enterica_serovar_Agona_SL483
B5F233;pssA;SeAg_B2762;1337;Salmonella_enterica_serovar_Agona_SL483
B5F235;SeAg_B2764;SeAg_B2764;2625;Salmonella_enterica_serovar_Agona_SL483
B5F279;pheA;SeAg_B2811;3284;Salmonella_enterica_serovar_Agona_SL483
B5F281;tyrA;SeAg_B2813;1553;Salmonella_enterica_serovar_Agona_SL483
B5F282;aroF;SeAg_B2814;92;Salmonella_enterica_serovar_Agona_SL483
B5F2E9;actP;SeAg_B4533;242;Salmonella_enterica_serovar_Agona_SL483
B5F2F1;acsA;SeAg_B4535;3305;Salmonella_enterica_serovar_Agona_SL483
B5F2F2;nrfA;SeAg_B4536;3235;Salmonella_enterica_serovar_Agona_SL483
B5F2F3;nrfB;SeAg_B4537;338;Salmonella_enterica_serovar_Agona_SL483
B5F2F4;nrfC;SeAg_B4538;3282;Salmonella_enterica_serovar_Agona_SL483
B5F2G6;SeAg_B4552;SeAg_B4552;384;Salmonella_enterica_serovar_Agona_SL483
B5F2H0;SeAg_B4556;SeAg_B4556;664;Salmonella_enterica_serovar_Agona_SL483
B5F2H3;adiA;SeAg_B4560;309;Salmonella_enterica_serovar_Agona_SL483
B5F2H5;SeAg_B4562;SeAg_B4562;101;Salmonella_enterica_serovar_Agona_SL483
B5F2H6;SeAg_B4563;SeAg_B4563;1266;Salmonella_enterica_serovar_Agona_SL483
B5F2H7;fumB;SeAg_B4564;4154;Salmonella_enterica_serovar_Agona_SL483
B5F2H8;dcuB;SeAg_B4565;1810;Salmonella_enterica_serovar_Agona_SL483
B5F2I1;SeAg_B4568;SeAg_B4568;672;Salmonella_enterica_serovar_Agona_SL483
B5F2I2;dmsB;SeAg_B4569;1025;Salmonella_enterica_serovar_Agona_SL483
B5F2I3;dmsC;SeAg_B4570;2246;Salmonella_enterica_serovar_Agona_SL483
B5F2K3;dipZ;SeAg_B4601;1334;Salmonella_enterica_serovar_Agona_SL483
B5F2K5;dcuA;SeAg_B4603;210;Salmonella_enterica_serovar_Agona_SL483
B5F2L8;SeAg_B4618;SeAg_B4618;291;Salmonella_enterica_serovar_Agona_SL483
B5F2L9;frdC;SeAg_B4619;2646;Salmonella_enterica_serovar_Agona_SL483
B5F2M0;frdB;SeAg_B4620;2693;Salmonella_enterica_serovar_Agona_SL483
B5F2M1;frdA;SeAg_B4621;1770;Salmonella_enterica_serovar_Agona_SL483
B5F2M2;SeAg_B4622;SeAg_B4622;4168;Salmonella_enterica_serovar_Agona_SL483
B5F2S5;SeAg_B1157;SeAg_B1157;2881;Salmonella_enterica_serovar_Agona_SL483
B5F2T3;fliY;SeAg_B1166;891;Salmonella_enterica_serovar_Agona_SL483
B5F2U2;pgsA;SeAg_B1175;840;Salmonella_enterica_serovar_Agona_SL483
B5F2U8;SeAg_B1184;SeAg_B1184;2532;Salmonella_enterica_serovar_Agona_SL483
B5F2V0;ftnA;SeAg_B1186;187;Salmonella_enterica_serovar_Agona_SL483
B5F2V5;otsB;SeAg_B1192;2624;Salmonella_enterica_serovar_Agona_SL483
B5F2Z6;SeAg_B2885;SeAg_B2885;1359;Salmonella_enterica_serovar_Agona_SL483
B5F2Z8;SeAg_B2887;SeAg_B2887;1892;Salmonella_enterica_serovar_Agona_SL483
B5F2Z9;SeAg_B2888;SeAg_B2888;855;Salmonella_enterica_serovar_Agona_SL483
B5F300;SeAg_B2889;SeAg_B2889;2617;Salmonella_enterica_serovar_Agona_SL483
B5F309;SeAg_B2898;SeAg_B2898;1236;Salmonella_enterica_serovar_Agona_SL483
B5F310;SeAg_B2899;SeAg_B2899;882;Salmonella_enterica_serovar_Agona_SL483
B5F314;gabD;SeAg_B2904;1142;Salmonella_enterica_serovar_Agona_SL483
B5F315;gabT;SeAg_B2905;3385;Salmonella_enterica_serovar_Agona_SL483
B5F316;gabP;SeAg_B2906;1997;Salmonella_enterica_serovar_Agona_SL483
B5F334;SeAg_B2924;SeAg_B2924;8;Salmonella_enterica_serovar_Agona_SL483
B5F335;nrdF;SeAg_B2925;4212;Salmonella_enterica_serovar_Agona_SL483
B5F337;SeAg_B2927;SeAg_B2927;554;Salmonella_enterica_serovar_Agona_SL483
B5F338;proX;SeAg_B2928;2042;Salmonella_enterica_serovar_Agona_SL483
B5F355;mltB;SeAg_B2951;3509;Salmonella_enterica_serovar_Agona_SL483
B5F356;SeAg_B2952;SeAg_B2952;2181;Salmonella_enterica_serovar_Agona_SL483
B5F358;SeAg_B2954;SeAg_B2954;36;Salmonella_enterica_serovar_Agona_SL483
B5F359;srlD;SeAg_B2955;3705;Salmonella_enterica_serovar_Agona_SL483
B5F364;SeAg_B2960;SeAg_B2960;3488;Salmonella_enterica_serovar_Agona_SL483
B5F372;hycG;SeAg_B2968;602;Salmonella_enterica_serovar_Agona_SL483
B5F373;hycF;SeAg_B2969;1226;Salmonella_enterica_serovar_Agona_SL483
B5F374;hycE;SeAg_B2970;126;Salmonella_enterica_serovar_Agona_SL483
B5F375;hycD;SeAg_B2971;376;Salmonella_enterica_serovar_Agona_SL483
B5F377;psd;SeAg_B4626;721;Salmonella_enterica_serovar_Agona_SL483
B5F384;SeAg_B4636;SeAg_B4636;3680;Salmonella_enterica_serovar_Agona_SL483
B5F3A8;SeAg_B4660;SeAg_B4660;2974;Salmonella_enterica_serovar_Agona_SL483
B5F3B0;ulaB;SeAg_B4662;1894;Salmonella_enterica_serovar_Agona_SL483
B5F3B1;ulaC;SeAg_B4663;2898;Salmonella_enterica_serovar_Agona_SL483
B5F3B2;ulaD;SeAg_B4664;2584;Salmonella_enterica_serovar_Agona_SL483
B5F3B3;ulaE;SeAg_B4665;1663;Salmonella_enterica_serovar_Agona_SL483
B5F3B4;sgaE;SeAg_B4666;3474;Salmonella_enterica_serovar_Agona_SL483
B5F3C4;cycA;SeAg_B4676;2061;Salmonella_enterica_serovar_Agona_SL483
B5F3D4;msrA;SeAg_B4687;1157;Salmonella_enterica_serovar_Agona_SL483
B5F3E3;mpl;SeAg_B4696;839;Salmonella_enterica_serovar_Agona_SL483
B5F3F0;mmsA;SeAg_B4703;4605;Salmonella_enterica_serovar_Agona_SL483
B5F3F3;SeAg_B4706;SeAg_B4706;4296;Salmonella_enterica_serovar_Agona_SL483
B5F3F4;SeAg_B4707;SeAg_B4707;1491;Salmonella_enterica_serovar_Agona_SL483
B5F3F6;SeAg_B4709;SeAg_B4709;4837;Salmonella_enterica_serovar_Agona_SL483
B5F3G2;SeAg_B4715;SeAg_B4715;3608;Salmonella_enterica_serovar_Agona_SL483
B5F3G4;SeAg_B4717;SeAg_B4717;4705;Salmonella_enterica_serovar_Agona_SL483
B5F3H4;SeAg_B4727;SeAg_B4727;124;Salmonella_enterica_serovar_Agona_SL483
B5F3J0;ntpA;SeAg_B1223;1216;Salmonella_enterica_serovar_Agona_SL483
B5F3K0;znuA;SeAg_B1233;3437;Salmonella_enterica_serovar_Agona_SL483
B5F3K2;msbB;SeAg_B1235;3090;Salmonella_enterica_serovar_Agona_SL483
B5F3K3;pykA;SeAg_B1236;3071;Salmonella_enterica_serovar_Agona_SL483
B5F3K6;edd;SeAg_B1239;671;Salmonella_enterica_serovar_Agona_SL483
B5F3K7;eda;SeAg_B1240;329;Salmonella_enterica_serovar_Agona_SL483
B5F3K8;purT;SeAg_B1241;3737;Salmonella_enterica_serovar_Agona_SL483
B5F3R0;manZ;SeAg_B1300;3056;Salmonella_enterica_serovar_Agona_SL483
B5F3R1;manY;SeAg_B1301;2212;Salmonella_enterica_serovar_Agona_SL483
B5F3R2;manX;SeAg_B1302;111;Salmonella_enterica_serovar_Agona_SL483
B5F3R5;SeAg_B1305;SeAg_B1305;1048;Salmonella_enterica_serovar_Agona_SL483
B5F3R7;pabB;SeAg_B1307;3652;Salmonella_enterica_serovar_Agona_SL483
B5F3S4;SeAg_B1314;SeAg_B1314;2297;Salmonella_enterica_serovar_Agona_SL483
B5F3T3;hycC;SeAg_B2972;2222;Salmonella_enterica_serovar_Agona_SL483
B5F3T4;hycB;SeAg_B2973;4039;Salmonella_enterica_serovar_Agona_SL483
B5F3U4;SeAg_B2983;SeAg_B2983;20;Salmonella_enterica_serovar_Agona_SL483
B5F3U6;SeAg_B2985;SeAg_B2985;4117;Salmonella_enterica_serovar_Agona_SL483
B5F3Z4;SeAg_B3036;SeAg_B3036;1567;Salmonella_enterica_serovar_Agona_SL483
B5F3Z5;SeAg_B3037;SeAg_B3037;1357;Salmonella_enterica_serovar_Agona_SL483
B5F400;kpdB;SeAg_B3042;2461;Salmonella_enterica_serovar_Agona_SL483
B5F410;ispF;SeAg_B3054;1947;Salmonella_enterica_serovar_Agona_SL483
B5F411;ispD;SeAg_B3055;2538;Salmonella_enterica_serovar_Agona_SL483
B5F414;cysC;SeAg_B3058;2794;Salmonella_enterica_serovar_Agona_SL483
B5F415;cysN;SeAg_B3059;2921;Salmonella_enterica_serovar_Agona_SL483
