Entry	Gene names  (ordered locus )	Gene names  (primary )	Organism	Organism ID
B5F0H1	SeAg_B2587	cysW	Salmonella agona (strain SL483)	454166
B5F0H2	SeAg_B2588	cysT	Salmonella agona (strain SL483)	454166
B5F0H3	SeAg_B2589	cysP	Salmonella agona (strain SL483)	454166
B5F0I0	SeAg_B2596	hemF	Salmonella agona (strain SL483)	454166
B5F0I6	SeAg_B2602	eutC	Salmonella agona (strain SL483)	454166
B5F0I7	SeAg_B2603	eutB	Salmonella agona (strain SL483)	454166
B5F0I9	SeAg_B2605	eutH	Salmonella agona (strain SL483)	454166
B5F0J5	SeAg_B2612	eutT	Salmonella agona (strain SL483)	454166
B5F0K0	SeAg_B2617	tal1	Salmonella agona (strain SL483)	454166
B5F0K1	SeAg_B2618	tkt	Salmonella agona (strain SL483)	454166
B5F0K4	SeAg_B2621		Salmonella agona (strain SL483)	454166
B5F0L5	SeAg_B2634	dapA	Salmonella agona (strain SL483)	454166
B5F0M5	SeAg_B4287	fucO	Salmonella agona (strain SL483)	454166
B5F0M6	SeAg_B4288	rhaD	Salmonella agona (strain SL483)	454166
B5F0M7	SeAg_B4289	rhaA	Salmonella agona (strain SL483)	454166
B5F0M8	SeAg_B4290	rhaB	Salmonella agona (strain SL483)	454166
B5F0N1	SeAg_B4293	rhaT	Salmonella agona (strain SL483)	454166
B5F0N6	SeAg_B4298		Salmonella agona (strain SL483)	454166
B5F0N7	SeAg_B4299		Salmonella agona (strain SL483)	454166
B5F0N9	SeAg_B4301	sodA	Salmonella agona (strain SL483)	454166
B5F0P6	SeAg_B4308	pfkA	Salmonella agona (strain SL483)	454166
B5F0R1	SeAg_B4326		Salmonella agona (strain SL483)	454166
B5F0R5	SeAg_B4330		Salmonella agona (strain SL483)	454166
B5F0R6	SeAg_B4331	glpX	Salmonella agona (strain SL483)	454166
B5F0R8	SeAg_B4333	glpF	Salmonella agona (strain SL483)	454166
B5F0S1	SeAg_B4336	menA	Salmonella agona (strain SL483)	454166
B5F0T2	SeAg_B4347	metB	Salmonella agona (strain SL483)	454166
B5F0T3	SeAg_B4348	metL	Salmonella agona (strain SL483)	454166
B5F0T9	SeAg_B4354	katG	Salmonella agona (strain SL483)	454166
B5F0U1	SeAg_B4356		Salmonella agona (strain SL483)	454166
B5F0U6	SeAg_B4361	argE	Salmonella agona (strain SL483)	454166
B5F0U7	SeAg_B4362	argC	Salmonella agona (strain SL483)	454166
B5F0U8	SeAg_B4363	argB	Salmonella agona (strain SL483)	454166
B5F0U9	SeAg_B4364	argH	Salmonella agona (strain SL483)	454166
B5F0V1	SeAg_B4367	sthA	Salmonella agona (strain SL483)	454166
B5F0V4	SeAg_B4372	btuB	Salmonella agona (strain SL483)	454166
B5F0V6	SeAg_B4380	murB	Salmonella agona (strain SL483)	454166
B5F0V7	SeAg_B4381	birA	Salmonella agona (strain SL483)	454166
B5F0V8	SeAg_B4382	coaA	Salmonella agona (strain SL483)	454166
B5F0W7	SeAg_B4396	rpoB	Salmonella agona (strain SL483)	454166
B5F0X1	SeAg_B0888		Salmonella agona (strain SL483)	454166
B5F0X3	SeAg_B0890		Salmonella agona (strain SL483)	454166
B5F0X4	SeAg_B0891	gsiC	Salmonella agona (strain SL483)	454166
B5F0Y2	SeAg_B0899		Salmonella agona (strain SL483)	454166
B5F0Y4	SeAg_B0901		Salmonella agona (strain SL483)	454166
B5F0Y5	SeAg_B0902		Salmonella agona (strain SL483)	454166
B5F0Z1	SeAg_B0909	grxA	Salmonella agona (strain SL483)	454166
B5F0Z3	SeAg_B0911	nfsA	Salmonella agona (strain SL483)	454166
B5F0Z6	SeAg_B0914		Salmonella agona (strain SL483)	454166
B5F0Z8	SeAg_B0916	potH	Salmonella agona (strain SL483)	454166
B5F0Z9	SeAg_B0917	potI	Salmonella agona (strain SL483)	454166
B5F105	SeAg_B0924	artJ	Salmonella agona (strain SL483)	454166
B5F106	SeAg_B0925	artM	Salmonella agona (strain SL483)	454166
B5F108	SeAg_B0927	artI	Salmonella agona (strain SL483)	454166
B5F115	SeAg_B0934	ltaE	Salmonella agona (strain SL483)	454166
B5F116	SeAg_B0935	poxB	Salmonella agona (strain SL483)	454166
B5F141	SeAg_B0963	trxB	Salmonella agona (strain SL483)	454166
B5F147	SeAg_B0969		Salmonella agona (strain SL483)	454166
B5F148	SeAg_B0970 SeAg_B1675	dmsB_2	Salmonella agona (strain SL483)	454166
B5F149	SeAg_B0971	dmsC1	Salmonella agona (strain SL483)	454166
B5F153	SeAg_B0975	pflA	Salmonella agona (strain SL483)	454166
B5F155	SeAg_B0978	pflB2	Salmonella agona (strain SL483)	454166
B5F159	SeAg_B0982	serC	Salmonella agona (strain SL483)	454166
B5F161	SeAg_B0983	aroA	Salmonella agona (strain SL483)	454166
B5F163	SeAg_B0986	cmk	Salmonella agona (strain SL483)	454166
B5F172	SeAg_B2644	uraA	Salmonella agona (strain SL483)	454166
B5F173	SeAg_B2645	upp	Salmonella agona (strain SL483)	454166
B5F175	SeAg_B2647	purM	Salmonella agona (strain SL483)	454166
B5F176	SeAg_B2648	purN	Salmonella agona (strain SL483)	454166
B5F185	SeAg_B2659	guaA	Salmonella agona (strain SL483)	454166
B5F197	SeAg_B2673	hisS	Salmonella agona (strain SL483)	454166
B5F198	SeAg_B2675	ispG	Salmonella agona (strain SL483)	454166
B5F1A1	SeAg_B2678	ndk	Salmonella agona (strain SL483)	454166
B5F1A3	SeAg_B2680		Salmonella agona (strain SL483)	454166
B5F1A5	SeAg_B2682		Salmonella agona (strain SL483)	454166
B5F1A6	SeAg_B2683	pbpC	Salmonella agona (strain SL483)	454166
B5F1B3	SeAg_B2691	pepB	Salmonella agona (strain SL483)	454166
B5F1C0	SeAg_B2698	iscS	Salmonella agona (strain SL483)	454166
B5F1C5	SeAg_B2703	asrA	Salmonella agona (strain SL483)	454166
B5F1C6	SeAg_B2704	asrB	Salmonella agona (strain SL483)	454166
B5F1D1	SeAg_B2709		Salmonella agona (strain SL483)	454166
B5F1D2	SeAg_B2710	glyA	Salmonella agona (strain SL483)	454166
B5F1D8	SeAg_B2717		Salmonella agona (strain SL483)	454166
B5F1D9	SeAg_B2718		Salmonella agona (strain SL483)	454166
B5F1E5	SeAg_B2727	purL	Salmonella agona (strain SL483)	454166
B5F1F1	SeAg_B2733	murQ	Salmonella agona (strain SL483)	454166
B5F1F3	SeAg_B2735	panE	Salmonella agona (strain SL483)	454166
B5F1F7	SeAg_B2739	acpS	Salmonella agona (strain SL483)	454166
B5F1H2	SeAg_B4402	thiH	Salmonella agona (strain SL483)	454166
B5F1H3	SeAg_B4403	thiG	Salmonella agona (strain SL483)	454166
B5F1H5	SeAg_B4405		Salmonella agona (strain SL483)	454166
B5F1H6	SeAg_B4406	thiE	Salmonella agona (strain SL483)	454166
B5F1H7	SeAg_B4407	thiC	Salmonella agona (strain SL483)	454166
B5F1H9	SeAg_B4410	nudC	Salmonella agona (strain SL483)	454166
B5F1I0	SeAg_B4411	hemE	Salmonella agona (strain SL483)	454166
B5F1I8	SeAg_B4419	purD	Salmonella agona (strain SL483)	454166
B5F1I9	SeAg_B4420	purH	Salmonella agona (strain SL483)	454166
B5F1J3	SeAg_B4430	aceA	Salmonella agona (strain SL483)	454166
B5F1J7	SeAg_B4435	metH	Salmonella agona (strain SL483)	454166
B5F1P6	SeAg_B4484	malG	Salmonella agona (strain SL483)	454166
B5F1P7	SeAg_B4485	malF	Salmonella agona (strain SL483)	454166
B5F1P8	SeAg_B4486	malE	Salmonella agona (strain SL483)	454166
B5F1Q2	SeAg_B4490	ubiC	Salmonella agona (strain SL483)	454166
B5F1Q3	SeAg_B4491	ubiA	Salmonella agona (strain SL483)	454166
B5F1Q4	SeAg_B4492	plsB	Salmonella agona (strain SL483)	454166
B5F1Q5	SeAg_B4493	dgkA	Salmonella agona (strain SL483)	454166
B5F1R5	SeAg_B4504	alr	Salmonella agona (strain SL483)	454166
B5F1R6	SeAg_B4505	tyrB	Salmonella agona (strain SL483)	454166
B5F1R7	SeAg_B4506	aphA	Salmonella agona (strain SL483)	454166
B5F1S0	SeAg_B0994	kdsB	Salmonella agona (strain SL483)	454166
B5F1T0	SeAg_B1004	aspC	Salmonella agona (strain SL483)	454166
B5F1T2	SeAg_B1006		Salmonella agona (strain SL483)	454166
B5F1U0	SeAg_B1014	pncB	Salmonella agona (strain SL483)	454166
B5F1U1	SeAg_B1015	pepN	Salmonella agona (strain SL483)	454166
B5F1V1	SeAg_B1025	fabA	Salmonella agona (strain SL483)	454166
B5F1Y1	SeAg_B1057	hpaC	Salmonella agona (strain SL483)	454166
B5F1Y2	SeAg_B1058	hpaB	Salmonella agona (strain SL483)	454166
B5F1Y4	SeAg_B1060		Salmonella agona (strain SL483)	454166
B5F1Y5	SeAg_B1061	hpaE	Salmonella agona (strain SL483)	454166
B5F1Y6	SeAg_B1062	hpaD	Salmonella agona (strain SL483)	454166
B5F1Y7	SeAg_B1063	hpcD	Salmonella agona (strain SL483)	454166
B5F1Y8	SeAg_B1064	hpaH	Salmonella agona (strain SL483)	454166
B5F1Y9	SeAg_B1065	hpcH	Salmonella agona (strain SL483)	454166
B5F1Z0	SeAg_B1066	hpaX	Salmonella agona (strain SL483)	454166
B5F200	SeAg_B1076		Salmonella agona (strain SL483)	454166
B5F208	SeAg_B1085	putP	Salmonella agona (strain SL483)	454166
B5F226	SeAg_B2755		Salmonella agona (strain SL483)	454166
B5F227	SeAg_B2756	grcA	Salmonella agona (strain SL483)	454166
B5F230	SeAg_B2759		Salmonella agona (strain SL483)	454166
B5F233	SeAg_B2762	pssA	Salmonella agona (strain SL483)	454166
B5F235	SeAg_B2764		Salmonella agona (strain SL483)	454166
B5F279	SeAg_B2811		Salmonella agona (strain SL483)	454166
B5F281	SeAg_B2813	tyrA	Salmonella agona (strain SL483)	454166
B5F282	SeAg_B2814	aroF	Salmonella agona (strain SL483)	454166
B5F2E9	SeAg_B4533	actP	Salmonella agona (strain SL483)	454166
B5F2F1	SeAg_B4535	acsA	Salmonella agona (strain SL483)	454166
B5F2F2	SeAg_B4536	nrfA	Salmonella agona (strain SL483)	454166
B5F2F3	SeAg_B4537	nrfB	Salmonella agona (strain SL483)	454166
B5F2F4	SeAg_B4538	nrfC	Salmonella agona (strain SL483)	454166
B5F2G6	SeAg_B4552		Salmonella agona (strain SL483)	454166
B5F2H0	SeAg_B4556		Salmonella agona (strain SL483)	454166
B5F2H3	SeAg_B4560	adiA	Salmonella agona (strain SL483)	454166
B5F2H5	SeAg_B4562		Salmonella agona (strain SL483)	454166
B5F2H6	SeAg_B4563		Salmonella agona (strain SL483)	454166
B5F2H7	SeAg_B4564	fumB	Salmonella agona (strain SL483)	454166
B5F2H8	SeAg_B4565	dcuB	Salmonella agona (strain SL483)	454166
B5F2I1	SeAg_B4568		Salmonella agona (strain SL483)	454166
B5F2I2	SeAg_B4569	dmsB	Salmonella agona (strain SL483)	454166
B5F2I3	SeAg_B4570	dmsC	Salmonella agona (strain SL483)	454166
B5F2K3	SeAg_B4601	dsbD	Salmonella agona (strain SL483)	454166
B5F2K5	SeAg_B4603	dcuA	Salmonella agona (strain SL483)	454166
B5F2L8	SeAg_B4618	frdD	Salmonella agona (strain SL483)	454166
B5F2L9	SeAg_B4619	frdC	Salmonella agona (strain SL483)	454166
B5F2M0	SeAg_B4620	frdB	Salmonella agona (strain SL483)	454166
B5F2M1	SeAg_B4621	frdA	Salmonella agona (strain SL483)	454166
B5F2M2	SeAg_B4622	epmA	Salmonella agona (strain SL483)	454166
B5F2S5	SeAg_B1157		Salmonella agona (strain SL483)	454166
B5F2T3	SeAg_B1166	fliY	Salmonella agona (strain SL483)	454166
B5F2U2	SeAg_B1175	pgsA	Salmonella agona (strain SL483)	454166
B5F2U8	SeAg_B1184		Salmonella agona (strain SL483)	454166
B5F2V0	SeAg_B1186	ftnA	Salmonella agona (strain SL483)	454166
B5F2V5	SeAg_B1192	otsB	Salmonella agona (strain SL483)	454166
B5F2Z6	SeAg_B2885		Salmonella agona (strain SL483)	454166
B5F2Z8	SeAg_B2887		Salmonella agona (strain SL483)	454166
B5F2Z9	SeAg_B2888		Salmonella agona (strain SL483)	454166
B5F300	SeAg_B2889		Salmonella agona (strain SL483)	454166
B5F309	SeAg_B2898		Salmonella agona (strain SL483)	454166
B5F310	SeAg_B2899		Salmonella agona (strain SL483)	454166
B5F314	SeAg_B2904		Salmonella agona (strain SL483)	454166
B5F315	SeAg_B2905	gabT	Salmonella agona (strain SL483)	454166
B5F316	SeAg_B2906	gabP	Salmonella agona (strain SL483)	454166
B5F334	SeAg_B2924		Salmonella agona (strain SL483)	454166
B5F335	SeAg_B2925		Salmonella agona (strain SL483)	454166
B5F337	SeAg_B2927		Salmonella agona (strain SL483)	454166
B5F338	SeAg_B2928		Salmonella agona (strain SL483)	454166
B5F355	SeAg_B2951	mltB	Salmonella agona (strain SL483)	454166
B5F356	SeAg_B2952		Salmonella agona (strain SL483)	454166
B5F358	SeAg_B2954		Salmonella agona (strain SL483)	454166
B5F359	SeAg_B2955	srlD	Salmonella agona (strain SL483)	454166
B5F364	SeAg_B2960	norV	Salmonella agona (strain SL483)	454166
B5F372	SeAg_B2968	hycG	Salmonella agona (strain SL483)	454166
B5F373	SeAg_B2969	hycF	Salmonella agona (strain SL483)	454166
B5F374	SeAg_B2970	hycE	Salmonella agona (strain SL483)	454166
B5F375	SeAg_B2971	hycD	Salmonella agona (strain SL483)	454166
B5F377	SeAg_B4626	psd	Salmonella agona (strain SL483)	454166
B5F384	SeAg_B4636		Salmonella agona (strain SL483)	454166
B5F3A8	SeAg_B4660	ulaG	Salmonella agona (strain SL483)	454166
B5F3B0	SeAg_B4662	ulaB	Salmonella agona (strain SL483)	454166
B5F3B1	SeAg_B4663	ulaC	Salmonella agona (strain SL483)	454166
B5F3B2	SeAg_B4664	ulaD	Salmonella agona (strain SL483)	454166
B5F3B3	SeAg_B4665	ulaE	Salmonella agona (strain SL483)	454166
B5F3B4	SeAg_B4666	ulaF	Salmonella agona (strain SL483)	454166
B5F3C4	SeAg_B4676	cycA	Salmonella agona (strain SL483)	454166
B5F3D4	SeAg_B4687	msrA	Salmonella agona (strain SL483)	454166
B5F3E3	SeAg_B4696	mpl	Salmonella agona (strain SL483)	454166
B5F3F0	SeAg_B4703	mmsA	Salmonella agona (strain SL483)	454166
B5F3F3	SeAg_B4706	iolE	Salmonella agona (strain SL483)	454166
B5F3F4	SeAg_B4707	iolG	Salmonella agona (strain SL483)	454166
B5F3F6	SeAg_B4709		Salmonella agona (strain SL483)	454166
B5F3G2	SeAg_B4715		Salmonella agona (strain SL483)	454166
B5F3G4	SeAg_B4717		Salmonella agona (strain SL483)	454166
B5F3H4	SeAg_B4727		Salmonella agona (strain SL483)	454166
B5F3J0	SeAg_B1223	nudB	Salmonella agona (strain SL483)	454166
B5F3K0	SeAg_B1233	znuA	Salmonella agona (strain SL483)	454166
B5F3K2	SeAg_B1235	msbB	Salmonella agona (strain SL483)	454166
B5F3K3	SeAg_B1236	pykA	Salmonella agona (strain SL483)	454166
B5F3K6	SeAg_B1239	edd	Salmonella agona (strain SL483)	454166
B5F3K7	SeAg_B1240	eda	Salmonella agona (strain SL483)	454166
B5F3K8	SeAg_B1241	purT	Salmonella agona (strain SL483)	454166
B5F3R0	SeAg_B1300	manZ	Salmonella agona (strain SL483)	454166
B5F3R1	SeAg_B1301	manY	Salmonella agona (strain SL483)	454166
B5F3R2	SeAg_B1302	manX	Salmonella agona (strain SL483)	454166
B5F3R5	SeAg_B1305		Salmonella agona (strain SL483)	454166
B5F3R7	SeAg_B1307	pabB	Salmonella agona (strain SL483)	454166
B5F3S4	SeAg_B1314		Salmonella agona (strain SL483)	454166
B5F3T3	SeAg_B2972	hycC	Salmonella agona (strain SL483)	454166
B5F3T4	SeAg_B2973	hycB	Salmonella agona (strain SL483)	454166
B5F3U4	SeAg_B2983		Salmonella agona (strain SL483)	454166
B5F3U6	SeAg_B2985		Salmonella agona (strain SL483)	454166
B5F3Z4	SeAg_B3036		Salmonella agona (strain SL483)	454166
B5F3Z5	SeAg_B3037		Salmonella agona (strain SL483)	454166
B5F400	SeAg_B3042	kpdB	Salmonella agona (strain SL483)	454166
B5F410	SeAg_B3054	ispF	Salmonella agona (strain SL483)	454166
B5F411	SeAg_B3055	ispD	Salmonella agona (strain SL483)	454166
B5F414	SeAg_B3058	cysC	Salmonella agona (strain SL483)	454166
B5F415	SeAg_B3059	cysN	Salmonella agona (strain SL483)	454166
B5F429	SeAg_B3076	cysH	Salmonella agona (strain SL483)	454166
B5F430	SeAg_B3077	cysI	Salmonella agona (strain SL483)	454166
B5F431	SeAg_B3078	cysJ	Salmonella agona (strain SL483)	454166
B5F432	SeAg_B3079	queD	Salmonella agona (strain SL483)	454166
B5F436	SeAg_B4733	nrdG	Salmonella agona (strain SL483)	454166
B5F437	SeAg_B4734	nrdD	Salmonella agona (strain SL483)	454166
B5F439	SeAg_B4736	treC	Salmonella agona (strain SL483)	454166
B5F442	SeAg_B4740	mgtA	Salmonella agona (strain SL483)	454166
B5F445	SeAg_B4743	pyrI	Salmonella agona (strain SL483)	454166
B5F446	SeAg_B4744	pyrB	Salmonella agona (strain SL483)	454166
B5F450	SeAg_B4748	argF	Salmonella agona (strain SL483)	454166
B5F453	SeAg_B4751	arcA	Salmonella agona (strain SL483)	454166
B5F456	SeAg_B4754	argF	Salmonella agona (strain SL483)	454166
B5F465	SeAg_B4763	pepA	Salmonella agona (strain SL483)	454166
B5F469	SeAg_B4767		Salmonella agona (strain SL483)	454166
B5F470	SeAg_B4768		Salmonella agona (strain SL483)	454166
B5F471	SeAg_B4769		Salmonella agona (strain SL483)	454166
B5F472	SeAg_B4770	aroK	Salmonella agona (strain SL483)	454166
B5F4D4	SeAg_B4841		Salmonella agona (strain SL483)	454166
B5F4E5	SeAg_B1331	alr	Salmonella agona (strain SL483)	454166
B5F4E7	SeAg_B1333		Salmonella agona (strain SL483)	454166
B5F4F0	SeAg_B1337	treA	Salmonella agona (strain SL483)	454166
B5F4F4	SeAg_B1341	cydB	Salmonella agona (strain SL483)	454166
B5F4F5	SeAg_B1342	cydA	Salmonella agona (strain SL483)	454166
B5F4F9	SeAg_B1346	cybH	Salmonella agona (strain SL483)	454166
B5F4G0	SeAg_B1347		Salmonella agona (strain SL483)	454166
B5F4G1	SeAg_B1348		Salmonella agona (strain SL483)	454166
B5F4H2	SeAg_B1359	ispE	Salmonella agona (strain SL483)	454166
B5F4H5	SeAg_B1362	hemA	Salmonella agona (strain SL483)	454166
B5F4I0	SeAg_B1367	kdsA	Salmonella agona (strain SL483)	454166
B5F4I1	SeAg_B1368		Salmonella agona (strain SL483)	454166
B5F4I8	SeAg_B1375		Salmonella agona (strain SL483)	454166
B5F4I9	SeAg_B1376	narG	Salmonella agona (strain SL483)	454166
B5F4J0	SeAg_B1377	narH	Salmonella agona (strain SL483)	454166
B5F4J1	SeAg_B1378	narJ	Salmonella agona (strain SL483)	454166
B5F4J5	SeAg_B1389	purU	Salmonella agona (strain SL483)	454166
B5F4J9	SeAg_B1393	galU	Salmonella agona (strain SL483)	454166
B5F4K1	SeAg_B1395	tdk	Salmonella agona (strain SL483)	454166
B5F4K2	SeAg_B1396	adhE	Salmonella agona (strain SL483)	454166
B5F4K4	SeAg_B1399		Salmonella agona (strain SL483)	454166
B5F4K5	SeAg_B1400	oppB	Salmonella agona (strain SL483)	454166
B5F4L0	SeAg_B1406	clsA	Salmonella agona (strain SL483)	454166
B5F4L3	SeAg_B1409		Salmonella agona (strain SL483)	454166
B5F4M3	SeAg_B1419	trpA	Salmonella agona (strain SL483)	454166
B5F4M4	SeAg_B1420	trpB	Salmonella agona (strain SL483)	454166
B5F4M5	SeAg_B1421		Salmonella agona (strain SL483)	454166
B5F4M6	SeAg_B1422	trpD	Salmonella agona (strain SL483)	454166
B5F4M7	SeAg_B1423	trpE	Salmonella agona (strain SL483)	454166
B5F4N1	SeAg_B1428	cobO	Salmonella agona (strain SL483)	454166
B5F4N8	SeAg_B3084	queE	Salmonella agona (strain SL483)	454166
B5F4N9	SeAg_B3085	eno	Salmonella agona (strain SL483)	454166
B5F4P1	SeAg_B3087		Salmonella agona (strain SL483)	454166
B5F4Q1	SeAg_B3097	relA	Salmonella agona (strain SL483)	454166
B5F4Q4	SeAg_B3100		Salmonella agona (strain SL483)	454166
B5F4Q5	SeAg_B3101		Salmonella agona (strain SL483)	454166
B5F4Q6	SeAg_B3102		Salmonella agona (strain SL483)	454166
B5F4Q7	SeAg_B3103	gudP	Salmonella agona (strain SL483)	454166
B5F4R5	SeAg_B3113		Salmonella agona (strain SL483)	454166
B5F4R6	SeAg_B3114		Salmonella agona (strain SL483)	454166
B5F4R8	SeAg_B3116	fucO	Salmonella agona (strain SL483)	454166
B5F4R9	SeAg_B3117	fucA	Salmonella agona (strain SL483)	454166
B5F4S2	SeAg_B3120	fucP	Salmonella agona (strain SL483)	454166
B5F4S4	SeAg_B3122	fucK	Salmonella agona (strain SL483)	454166
B5F4U5	SeAg_B3148	thyA	Salmonella agona (strain SL483)	454166
B5F4U6	SeAg_B3149	lgt	Salmonella agona (strain SL483)	454166
B5F4V3	SeAg_B3156	lplT	Salmonella agona (strain SL483)	454166
B5F4V4	SeAg_B3157	aas	Salmonella agona (strain SL483)	454166
B5F4V8	SeAg_B3163	lysA	Salmonella agona (strain SL483)	454166
B5F4W1	SeAg_B3166		Salmonella agona (strain SL483)	454166
B5F4W3	SeAg_B3168	kduD	Salmonella agona (strain SL483)	454166
B5F515	SeAg_B4880	yjjG	Salmonella agona (strain SL483)	454166
B5F524	SeAg_B4889	deoC	Salmonella agona (strain SL483)	454166
B5F525	SeAg_B4890	deoA	Salmonella agona (strain SL483)	454166
B5F526	SeAg_B4891	deoB	Salmonella agona (strain SL483)	454166
B5F527	SeAg_B4892	deoD	Salmonella agona (strain SL483)	454166
B5F536	SeAg_B4902	serB	Salmonella agona (strain SL483)	454166
B5F538	SeAg_B4904		Salmonella agona (strain SL483)	454166
B5F540	SeAg_B4906		Salmonella agona (strain SL483)	454166
B5F542	SeAg_B4908	yjjX	Salmonella agona (strain SL483)	454166
B5F543	SeAg_B4909	gpmB	Salmonella agona (strain SL483)	454166
B5F562	SeAg_B1439		Salmonella agona (strain SL483)	454166
B5F572	SeAg_B1450	fabI	Salmonella agona (strain SL483)	454166
B5F586	SeAg_B1464		Salmonella agona (strain SL483)	454166
B5F591	SeAg_B1469		Salmonella agona (strain SL483)	454166
B5F593	SeAg_B1471		Salmonella agona (strain SL483)	454166
B5F597	SeAg_B1475		Salmonella agona (strain SL483)	454166
B5F5C4	SeAg_B1505	nifJ	Salmonella agona (strain SL483)	454166
B5F5C8	SeAg_B1509		Salmonella agona (strain SL483)	454166
B5F5E8	SeAg_B1530		Salmonella agona (strain SL483)	454166
B5F5F8	SeAg_B1540		Salmonella agona (strain SL483)	454166
B5F5G3	SeAg_B3195	idi	Salmonella agona (strain SL483)	454166
B5F5G4	SeAg_B3196	lysS	Salmonella agona (strain SL483)	454166
B5F5G6	SeAg_B3199		Salmonella agona (strain SL483)	454166
B5F5G8	SeAg_B3201		Salmonella agona (strain SL483)	454166
B5F5H7	SeAg_B3210	gcvP	Salmonella agona (strain SL483)	454166
B5F5H9	SeAg_B3212	gcvH	Salmonella agona (strain SL483)	454166
B5F5I0	SeAg_B3213	gcvT	Salmonella agona (strain SL483)	454166
B5F5I3	SeAg_B3216	ubiH	Salmonella agona (strain SL483)	454166
B5F5K1	SeAg_B3238	tktA	Salmonella agona (strain SL483)	454166
B5F5K3	SeAg_B3240	speB	Salmonella agona (strain SL483)	454166
B5F5M0	SeAg_B3258	gshB	Salmonella agona (strain SL483)	454166
B5F5M8	SeAg_B3266	rdgB	Salmonella agona (strain SL483)	454166
B5F5M9	SeAg_B3267		Salmonella agona (strain SL483)	454166
B5F5N1	SeAg_B3269		Salmonella agona (strain SL483)	454166
B5F5N9	SeAg_B3277	nupG	Salmonella agona (strain SL483)	454166
B5F5P0	SeAg_B3278	speC	Salmonella agona (strain SL483)	454166
B5F5R4	SeAg_B1545		Salmonella agona (strain SL483)	454166
B5F5R6	SeAg_B1547		Salmonella agona (strain SL483)	454166
B5F5R7	SeAg_B1548		Salmonella agona (strain SL483)	454166
B5F5T2	SeAg_B1563	ydcW	Salmonella agona (strain SL483)	454166
B5F5U5	SeAg_B1576		Salmonella agona (strain SL483)	454166
B5F5U8	SeAg_B1579		Salmonella agona (strain SL483)	454166
B5F5V0	SeAg_B1581	narV	Salmonella agona (strain SL483)	454166
B5F5V1	SeAg_B1582	narW	Salmonella agona (strain SL483)	454166
B5F5V2	SeAg_B1583	narY	Salmonella agona (strain SL483)	454166
B5F5V3	SeAg_B1584		Salmonella agona (strain SL483)	454166
B5F5W2	SeAg_B1596	fdnH	Salmonella agona (strain SL483)	454166
B5F5W4	SeAg_B1598		Salmonella agona (strain SL483)	454166
B5F5X2	SeAg_B1606	treY	Salmonella agona (strain SL483)	454166
B5F5X3	SeAg_B1607	glgX	Salmonella agona (strain SL483)	454166
B5F5X4	SeAg_B1608		Salmonella agona (strain SL483)	454166
B5F5Z4	SeAg_B1628		Salmonella agona (strain SL483)	454166
B5F5Z8	SeAg_B1632		Salmonella agona (strain SL483)	454166
B5F610	SeAg_B1645	glsA	Salmonella agona (strain SL483)	454166
B5F620	SeAg_B3306	exuT	Salmonella agona (strain SL483)	454166
B5F621	SeAg_B3307	uxuA	Salmonella agona (strain SL483)	454166
B5F622	SeAg_B3308		Salmonella agona (strain SL483)	454166
B5F623	SeAg_B3309	uxaC	Salmonella agona (strain SL483)	454166
B5F626	SeAg_B3312		Salmonella agona (strain SL483)	454166
B5F634	SeAg_B3320	hybC	Salmonella agona (strain SL483)	454166
B5F637	SeAg_B3323	hybO	Salmonella agona (strain SL483)	454166
B5F646	SeAg_B3332	exbD	Salmonella agona (strain SL483)	454166
B5F649	SeAg_B3335	metC	Salmonella agona (strain SL483)	454166
B5F653	SeAg_B3340		Salmonella agona (strain SL483)	454166
